-162.82,480,0
-168,471,0
-157,488,0
-161,496,0
-157,505,0
-147,488,0
-138,492,0
-129,486,0
-169,500,0
-151,513,0
-119,483,0
-111,489,0
-101,486,0
-93,493,0
-87,501,0
-174,508,0
-149,522,0
-161,506,0
-139,524,0
-153,530,0
-134,533,0
-128,541,0
-121,548,0
-111,548,0
-109,557,0
-99,561,0
-89,564,0
-98,566,0
-84,573,0
-74,571,0
-88,582,0
-67,578,0
-160,536,0
-94,589,0
-91,598,0
-59,584,0
-54,592,0
-97,605,0
-49,601,0
-45,610,0
-44,619,0
-34,618,0
-59,571,0
-48,627,0
-24,621,0
-46,636,0
-14,620,0
-4,618,0
2,610,0
7,601,0
13,593,0
22,592,0
-104,611,0
-55,561,0
31,594,0
40,597,0
49,596,0
-112,616,0
51,605,0
-120,621,0
52,614,0
57,590,0
65,584,0
69,574,0
59,620,0
58,629,0
64,636,0
73,638,0
81,642,0
-118,630,0
-123,638,0
-48,645,0
85,651,0
88,635,0
66,613,0
-132,516,0
97,634,0
92,657,0
106,635,0
99,663,0
106,670,0
114,675,0
120,682,0
-57,643,0
127,688,0
110,665,0
-122,647,0
136,691,0
144,696,0
118,660,0
-12,629,0
121,696,0
-48,654,0
114,703,0
-54,661,0
-54,670,0
153,699,0
-58,678,0
56,616,0
104,707,0
108,625,0
127,661,0
94,709,0
-44,588,0
91,718,0
34,603,0
96,726,0
116,635,0
-126,526,0
-54,687,0
108,715,0
151,708,0
114,722,0
159,713,0
167,717,0
93,735,0
48,632,0
84,739,0
75,744,0
-6,637,0
-48,695,0
-112,606,0
-40,701,0
84,705,0
-37,710,0
65,740,0
-62,691,0
97,743,0
-39,719,0
122,726,0
77,658,0
4,588,0
109,694,0
-125,612,0
57,746,0
-41,728,0
167,726,0
34,613,0
174,732,0
-32,732,0
181,738,0
185,746,0
68,662,0
51,737,0
181,755,0
106,747,0
-30,697,0
-48,734,0
115,749,0
44,729,0
-21,692,0
-75,568,0
183,764,0
123,743,0
191,769,0
50,753,0
42,760,0
171,757,0
175,770,0
-65,638,0
34,766,0
-12,644,0
-95,506,0
-59,552,0
-161,506,0
-103,586,0
24,762,0
-28,741,0
24,766,0
-116,526,0
